county,precinct,office,district,party,candidate,votes,votetype
Osceola,3101,State Attorney, 9th Judicial Circuit,NPA,Andrew Bain,115,total
Osceola,3500,State Attorney, 9th Judicial Circuit,NPA,Andrew Bain,154,total
Osceola,3501,State Attorney, 9th Judicial Circuit,NPA,Andrew Bain,171,total
Osceola,3502,State Attorney, 9th Judicial Circuit,NPA,Andrew Bain,352,total
Osceola,3503,State Attorney, 9th Judicial Circuit,NPA,Andrew Bain,236,total
Osceola,3504,State Attorney, 9th Judicial Circuit,NPA,Andrew Bain,213,total
Osceola,3505,State Attorney, 9th Judicial Circuit,NPA,Andrew Bain,0,total
Osceola,3506,State Attorney, 9th Judicial Circuit,NPA,Andrew Bain,0,total
Osceola,3600,State Attorney, 9th Judicial Circuit,NPA,Andrew Bain,435,total
Osceola,3601,State Attorney, 9th Judicial Circuit,NPA,Andrew Bain,30,total
Osceola,4000,State Attorney, 9th Judicial Circuit,NPA,Andrew Bain,398,total
Osceola,4001,State Attorney, 9th Judicial Circuit,NPA,Andrew Bain,46,total
Osceola,4002,State Attorney, 9th Judicial Circuit,NPA,Andrew Bain,30,total
Osceola,4003,State Attorney, 9th Judicial Circuit,NPA,Andrew Bain,278,total
Osceola,4004,State Attorney, 9th Judicial Circuit,NPA,Andrew Bain,1314,total
Osceola,4005,State Attorney, 9th Judicial Circuit,NPA,Andrew Bain,1265,total
Osceola,4006,State Attorney, 9th Judicial Circuit,NPA,Andrew Bain,272,total
Osceola,4007,State Attorney, 9th Judicial Circuit,NPA,Andrew Bain,0,total
Osceola,4008,State Attorney, 9th Judicial Circuit,NPA,Andrew Bain,0,total
Osceola,4009,State Attorney, 9th Judicial Circuit,NPA,Andrew Bain,10,total
Osceola,4010,State Attorney, 9th Judicial Circuit,NPA,Andrew Bain,16,total
Osceola,4100,State Attorney, 9th Judicial Circuit,NPA,Andrew Bain,141,total
Osceola,4101,State Attorney, 9th Judicial Circuit,NPA,Andrew Bain,231,total
Osceola,4102,State Attorney, 9th Judicial Circuit,NPA,Andrew Bain,1080,total
Osceola,4103,State Attorney, 9th Judicial Circuit,NPA,Andrew Bain,418,total
Osceola,4104,State Attorney, 9th Judicial Circuit,NPA,Andrew Bain,220,total
Osceola,4200,State Attorney, 9th Judicial Circuit,NPA,Andrew Bain,1041,total
Osceola,4201,State Attorney, 9th Judicial Circuit,NPA,Andrew Bain,3760,total
Osceola,4202,State Attorney, 9th Judicial Circuit,NPA,Andrew Bain,0,total
Osceola,4500,State Attorney, 9th Judicial Circuit,NPA,Andrew Bain,381,total
Osceola,4501,State Attorney, 9th Judicial Circuit,NPA,Andrew Bain,191,total
Osceola,4502,State Attorney, 9th Judicial Circuit,NPA,Andrew Bain,83,total
Osceola,4503,State Attorney, 9th Judicial Circuit,NPA,Andrew Bain,0,total
Osceola,4504,State Attorney, 9th Judicial Circuit,NPA,Andrew Bain,3,total
Osceola,4600,State Attorney, 9th Judicial Circuit,NPA,Andrew Bain,331,total
Osceola,4700,State Attorney, 9th Judicial Circuit,NPA,Andrew Bain,400,total
Osceola,4701,State Attorney, 9th Judicial Circuit,NPA,Andrew Bain,414,total
Osceola,4702,State Attorney, 9th Judicial Circuit,NPA,Andrew Bain,20,total
Osceola,4703,State Attorney, 9th Judicial Circuit,NPA,Andrew Bain,380,total
Osceola,5000,State Attorney, 9th Judicial Circuit,NPA,Andrew Bain,2073,total
Osceola,5001,State Attorney, 9th Judicial Circuit,NPA,Andrew Bain,2592,total
Osceola,5002,State Attorney, 9th Judicial Circuit,NPA,Andrew Bain,635,total
Osceola,5003,State Attorney, 9th Judicial Circuit,NPA,Andrew Bain,1361,total
Osceola,5004,State Attorney, 9th Judicial Circuit,NPA,Andrew Bain,337,total
Osceola,5005,State Attorney, 9th Judicial Circuit,NPA,Andrew Bain,472,total
Osceola,5006,State Attorney, 9th Judicial Circuit,NPA,Andrew Bain,63,total
Osceola,5007,State Attorney, 9th Judicial Circuit,NPA,Andrew Bain,23,total
Osceola,5008,State Attorney, 9th Judicial Circuit,NPA,Andrew Bain,1390,total
Osceola,5009,State Attorney, 9th Judicial Circuit,NPA,Andrew Bain,1172,total
Osceola,5010,State Attorney, 9th Judicial Circuit,NPA,Andrew Bain,2270,total
Osceola,5011,State Attorney, 9th Judicial Circuit,NPA,Andrew Bain,431,total
Osceola,5012,State Attorney, 9th Judicial Circuit,NPA,Andrew Bain,713,total
Osceola,5013,State Attorney, 9th Judicial Circuit,NPA,Andrew Bain,0,total
Osceola,5200,State Attorney, 9th Judicial Circuit,NPA,Andrew Bain,2266,total
Osceola,5201,State Attorney, 9th Judicial Circuit,NPA,Andrew Bain,2392,total
Osceola,5202,State Attorney, 9th Judicial Circuit,NPA,Andrew Bain,881,total
Osceola,5203,State Attorney, 9th Judicial Circuit,NPA,Andrew Bain,773,total
Osceola,5204,State Attorney, 9th Judicial Circuit,NPA,Andrew Bain,68,total
Osceola,5205,State Attorney, 9th Judicial Circuit,NPA,Andrew Bain,579,total
Osceola,5500,State Attorney, 9th Judicial Circuit,NPA,Andrew Bain,85,total
Osceola,5501,State Attorney, 9th Judicial Circuit,NPA,Andrew Bain,521,total
Osceola,5502,State Attorney, 9th Judicial Circuit,NPA,Andrew Bain,312,total
Osceola,5503,State Attorney, 9th Judicial Circuit,NPA,Andrew Bain,570,total
Osceola,5504,State Attorney, 9th Judicial Circuit,NPA,Andrew Bain,308,total
Osceola,5505,State Attorney, 9th Judicial Circuit,NPA,Andrew Bain,1102,total
Osceola,5506,State Attorney, 9th Judicial Circuit,NPA,Andrew Bain,12,total
Osceola,5507,State Attorney, 9th Judicial Circuit,NPA,Andrew Bain,12,total
Osceola,5508,State Attorney, 9th Judicial Circuit,NPA,Andrew Bain,0,total
Osceola,5509,State Attorney, 9th Judicial Circuit,NPA,Andrew Bain,72,total
Osceola,5510,State Attorney, 9th Judicial Circuit,NPA,Andrew Bain,1,total
Osceola,5511,State Attorney, 9th Judicial Circuit,NPA,Andrew Bain,2,total
Osceola,5700,State Attorney, 9th Judicial Circuit,NPA,Andrew Bain,200,total
Osceola,5701,State Attorney, 9th Judicial Circuit,NPA,Andrew Bain,384,total
Osceola,5702,State Attorney, 9th Judicial Circuit,NPA,Andrew Bain,0,total
Osceola,5703,State Attorney, 9th Judicial Circuit,NPA,Andrew Bain,0,total
Osceola,5206,State Attorney, 9th Judicial Circuit,NPA,Andrew Bain,499,total
Osceola,1521,State Attorney, 9th Judicial Circuit,NPA,Andrew Bain,950,total
Osceola,1522,State Attorney, 9th Judicial Circuit,NPA,Andrew Bain,0,total
Osceola,4505,State Attorney, 9th Judicial Circuit,NPA,Andrew Bain,0,total
Osceola,1000,State Attorney, 9th Judicial Circuit, ,OverVotes,0,total
Osceola,1001,State Attorney, 9th Judicial Circuit, ,OverVotes,0,total
Osceola,1002,State Attorney, 9th Judicial Circuit, ,OverVotes,0,total
Osceola,1003,State Attorney, 9th Judicial Circuit, ,OverVotes,0,total
Osceola,1004,State Attorney, 9th Judicial Circuit, ,OverVotes,0,total
Osceola,1005,State Attorney, 9th Judicial Circuit, ,OverVotes,0,total
Osceola,1006,State Attorney, 9th Judicial Circuit, ,OverVotes,0,total
Osceola,1007,State Attorney, 9th Judicial Circuit, ,OverVotes,0,total
Osceola,1008,State Attorney, 9th Judicial Circuit, ,OverVotes,0,total
Osceola,1100,State Attorney, 9th Judicial Circuit, ,OverVotes,0,total
Osceola,1101,State Attorney, 9th Judicial Circuit, ,OverVotes,1,total
Osceola,1102,State Attorney, 9th Judicial Circuit, ,OverVotes,0,total
Osceola,1103,State Attorney, 9th Judicial Circuit, ,OverVotes,0,total
Osceola,1500,State Attorney, 9th Judicial Circuit, ,OverVotes,0,total
Osceola,1501,State Attorney, 9th Judicial Circuit, ,OverVotes,0,total
Osceola,1502,State Attorney, 9th Judicial Circuit, ,OverVotes,0,total
Osceola,1503,State Attorney, 9th Judicial Circuit, ,OverVotes,0,total
Osceola,1504,State Attorney, 9th Judicial Circuit, ,OverVotes,0,total
Osceola,1505,State Attorney, 9th Judicial Circuit, ,OverVotes,0,total
Osceola,1506,State Attorney, 9th Judicial Circuit, ,OverVotes,0,total
Osceola,1507,State Attorney, 9th Judicial Circuit, ,OverVotes,0,total
Osceola,1508,State Attorney, 9th Judicial Circuit, ,OverVotes,0,total
Osceola,1509,State Attorney, 9th Judicial Circuit, ,OverVotes,0,total
Osceola,1510,State Attorney, 9th Judicial Circuit, ,OverVotes,0,total
Osceola,1511,State Attorney, 9th Judicial Circuit, ,OverVotes,0,total
Osceola,1512,State Attorney, 9th Judicial Circuit, ,OverVotes,0,total
Osceola,1513,State Attorney, 9th Judicial Circuit, ,OverVotes,0,total
Osceola,1514,State Attorney, 9th Judicial Circuit, ,OverVotes,1,total
Osceola,1515,State Attorney, 9th Judicial Circuit, ,OverVotes,0,total
Osceola,1516,State Attorney, 9th Judicial Circuit, ,OverVotes,0,total
Osceola,1517,State Attorney, 9th Judicial Circuit, ,OverVotes,0,total
Osceola,1518,State Attorney, 9th Judicial Circuit, ,OverVotes,0,total
Osceola,1519,State Attorney, 9th Judicial Circuit, ,OverVotes,0,total
Osceola,1520,State Attorney, 9th Judicial Circuit, ,OverVotes,0,total
Osceola,1600,State Attorney, 9th Judicial Circuit, ,OverVotes,0,total
Osceola,2000,State Attorney, 9th Judicial Circuit, ,OverVotes,0,total
Osceola,2001,State Attorney, 9th Judicial Circuit, ,OverVotes,0,total
Osceola,2002,State Attorney, 9th Judicial Circuit, ,OverVotes,1,total
Osceola,2003,State Attorney, 9th Judicial Circuit, ,OverVotes,0,total
Osceola,2004,State Attorney, 9th Judicial Circuit, ,OverVotes,0,total
Osceola,2005,State Attorney, 9th Judicial Circuit, ,OverVotes,1,total
Osceola,2100,State Attorney, 9th Judicial Circuit, ,OverVotes,1,total
Osceola,2101,State Attorney, 9th Judicial Circuit, ,OverVotes,1,total
Osceola,2102,State Attorney, 9th Judicial Circuit, ,OverVotes,0,total
Osceola,2103,State Attorney, 9th Judicial Circuit, ,OverVotes,1,total
Osceola,2104,State Attorney, 9th Judicial Circuit, ,OverVotes,0,total
Osceola,2105,State Attorney, 9th Judicial Circuit, ,OverVotes,2,total
Osceola,2106,State Attorney, 9th Judicial Circuit, ,OverVotes,0,total
Osceola,2500,State Attorney, 9th Judicial Circuit, ,OverVotes,0,total
Osceola,2501,State Attorney, 9th Judicial Circuit, ,OverVotes,0,total
Osceola,3000,State Attorney, 9th Judicial Circuit, ,OverVotes,0,total
Osceola,3001,State Attorney, 9th Judicial Circuit, ,OverVotes,0,total
Osceola,3002,State Attorney, 9th Judicial Circuit, ,OverVotes,0,total
Osceola,3003,State Attorney, 9th Judicial Circuit, ,OverVotes,1,total
Osceola,3004,State Attorney, 9th Judicial Circuit, ,OverVotes,0,total
Osceola,3005,State Attorney, 9th Judicial Circuit, ,OverVotes,1,total
Osceola,3006,State Attorney, 9th Judicial Circuit, ,OverVotes,2,total
Osceola,3007,State Attorney, 9th Judicial Circuit, ,OverVotes,1,total
Osceola,3008,State Attorney, 9th Judicial Circuit, ,OverVotes,0,total
Osceola,3009,State Attorney, 9th Judicial Circuit, ,OverVotes,1,total
Osceola,3010,State Attorney, 9th Judicial Circuit, ,OverVotes,0,total
Osceola,3100,State Attorney, 9th Judicial Circuit, ,OverVotes,0,total
Osceola,3101,State Attorney, 9th Judicial Circuit, ,OverVotes,0,total
Osceola,3500,State Attorney, 9th Judicial Circuit, ,OverVotes,0,total
Osceola,3501,State Attorney, 9th Judicial Circuit, ,OverVotes,0,total
Osceola,3502,State Attorney, 9th Judicial Circuit, ,OverVotes,1,total
Osceola,3503,State Attorney, 9th Judicial Circuit, ,OverVotes,0,total
Osceola,3504,State Attorney, 9th Judicial Circuit, ,OverVotes,0,total
Osceola,3505,State Attorney, 9th Judicial Circuit, ,OverVotes,0,total
Osceola,3506,State Attorney, 9th Judicial Circuit, ,OverVotes,0,total
Osceola,3600,State Attorney, 9th Judicial Circuit, ,OverVotes,0,total
Osceola,3601,State Attorney, 9th Judicial Circuit, ,OverVotes,0,total
Osceola,4000,State Attorney, 9th Judicial Circuit, ,OverVotes,0,total
Osceola,4001,State Attorney, 9th Judicial Circuit, ,OverVotes,0,total
Osceola,4002,State Attorney, 9th Judicial Circuit, ,OverVotes,0,total
Osceola,4003,State Attorney, 9th Judicial Circuit, ,OverVotes,0,total
Osceola,4004,State Attorney, 9th Judicial Circuit, ,OverVotes,1,total
Osceola,4005,State Attorney, 9th Judicial Circuit, ,OverVotes,1,total
Osceola,4006,State Attorney, 9th Judicial Circuit, ,OverVotes,0,total
Osceola,4007,State Attorney, 9th Judicial Circuit, ,OverVotes,0,total
Osceola,4008,State Attorney, 9th Judicial Circuit, ,OverVotes,0,total
Osceola,4009,State Attorney, 9th Judicial Circuit, ,OverVotes,0,total
Osceola,4010,State Attorney, 9th Judicial Circuit, ,OverVotes,1,total
Osceola,4100,State Attorney, 9th Judicial Circuit, ,OverVotes,0,total
Osceola,4101,State Attorney, 9th Judicial Circuit, ,OverVotes,1,total
Osceola,4102,State Attorney, 9th Judicial Circuit, ,OverVotes,3,total
Osceola,4103,State Attorney, 9th Judicial Circuit, ,OverVotes,0,total
Osceola,4104,State Attorney, 9th Judicial Circuit, ,OverVotes,0,total
Osceola,4200,State Attorney, 9th Judicial Circuit, ,OverVotes,1,total
Osceola,4201,State Attorney, 9th Judicial Circuit, ,OverVotes,3,total
Osceola,4202,State Attorney, 9th Judicial Circuit, ,OverVotes,0,total
Osceola,4500,State Attorney, 9th Judicial Circuit, ,OverVotes,0,total
Osceola,4501,State Attorney, 9th Judicial Circuit, ,OverVotes,1,total
Osceola,4502,State Attorney, 9th Judicial Circuit, ,OverVotes,0,total
Osceola,4503,State Attorney, 9th Judicial Circuit, ,OverVotes,0,total
Osceola,4504,State Attorney, 9th Judicial Circuit, ,OverVotes,0,total
Osceola,4600,State Attorney, 9th Judicial Circuit, ,OverVotes,0,total
Osceola,4700,State Attorney, 9th Judicial Circuit, ,OverVotes,0,total
Osceola,4701,State Attorney, 9th Judicial Circuit, ,OverVotes,0,total
Osceola,4702,State Attorney, 9th Judicial Circuit, ,OverVotes,0,total
Osceola,4703,State Attorney, 9th Judicial Circuit, ,OverVotes,0,total
Osceola,5000,State Attorney, 9th Judicial Circuit, ,OverVotes,2,total
Osceola,5001,State Attorney, 9th Judicial Circuit, ,OverVotes,3,total
Osceola,5002,State Attorney, 9th Judicial Circuit, ,OverVotes,0,total
Osceola,5003,State Attorney, 9th Judicial Circuit, ,OverVotes,2,total
Osceola,5004,State Attorney, 9th Judicial Circuit, ,OverVotes,0,total
Osceola,5005,State Attorney, 9th Judicial Circuit, ,OverVotes,0,total
Osceola,5006,State Attorney, 9th Judicial Circuit, ,OverVotes,0,total
Osceola,5007,State Attorney, 9th Judicial Circuit, ,OverVotes,0,total
Osceola,5008,State Attorney, 9th Judicial Circuit, ,OverVotes,0,total
Osceola,5009,State Attorney, 9th Judicial Circuit, ,OverVotes,1,total
Osceola,5010,State Attorney, 9th Judicial Circuit, ,OverVotes,1,total
Osceola,5011,State Attorney, 9th Judicial Circuit, ,OverVotes,0,total
Osceola,5012,State Attorney, 9th Judicial Circuit, ,OverVotes,0,total
Osceola,5013,State Attorney, 9th Judicial Circuit, ,OverVotes,0,total
Osceola,5200,State Attorney, 9th Judicial Circuit, ,OverVotes,0,total
Osceola,5201,State Attorney, 9th Judicial Circuit, ,OverVotes,1,total
Osceola,5202,State Attorney, 9th Judicial Circuit, ,OverVotes,0,total
Osceola,5203,State Attorney, 9th Judicial Circuit, ,OverVotes,0,total
Osceola,5204,State Attorney, 9th Judicial Circuit, ,OverVotes,0,total
Osceola,5205,State Attorney, 9th Judicial Circuit, ,OverVotes,0,total
Osceola,5500,State Attorney, 9th Judicial Circuit, ,OverVotes,0,total
Osceola,5501,State Attorney, 9th Judicial Circuit, ,OverVotes,1,total
Osceola,5502,State Attorney, 9th Judicial Circuit, ,OverVotes,0,total
Osceola,5503,State Attorney, 9th Judicial Circuit, ,OverVotes,0,total
Osceola,5504,State Attorney, 9th Judicial Circuit, ,OverVotes,0,total
Osceola,5505,State Attorney, 9th Judicial Circuit, ,OverVotes,0,total
Osceola,5506,State Attorney, 9th Judicial Circuit, ,OverVotes,0,total
Osceola,5507,State Attorney, 9th Judicial Circuit, ,OverVotes,0,total
Osceola,5508,State Attorney, 9th Judicial Circuit, ,OverVotes,0,total
Osceola,5509,State Attorney, 9th Judicial Circuit, ,OverVotes,0,total
Osceola,5510,State Attorney, 9th Judicial Circuit, ,OverVotes,0,total
Osceola,5511,State Attorney, 9th Judicial Circuit, ,OverVotes,0,total
Osceola,5700,State Attorney, 9th Judicial Circuit, ,OverVotes,0,total
Osceola,5701,State Attorney, 9th Judicial Circuit, ,OverVotes,0,total
Osceola,5702,State Attorney, 9th Judicial Circuit, ,OverVotes,0,total
Osceola,5703,State Attorney, 9th Judicial Circuit, ,OverVotes,0,total
Osceola,5206,State Attorney, 9th Judicial Circuit, ,OverVotes,0,total
Osceola,1521,State Attorney, 9th Judicial Circuit, ,OverVotes,1,total
Osceola,1522,State Attorney, 9th Judicial Circuit, ,OverVotes,0,total
Osceola,4505,State Attorney, 9th Judicial Circuit, ,OverVotes,0,total
Osceola,1000,State Attorney, 9th Judicial Circuit, ,UnderVotes,96,total
Osceola,1001,State Attorney, 9th Judicial Circuit, ,UnderVotes,361,total
Osceola,1002,State Attorney, 9th Judicial Circuit, ,UnderVotes,33,total
Osceola,1003,State Attorney, 9th Judicial Circuit, ,UnderVotes,69,total
Osceola,1004,State Attorney, 9th Judicial Circuit, ,UnderVotes,297,total
Osceola,1005,State Attorney, 9th Judicial Circuit, ,UnderVotes,57,total
Osceola,1006,State Attorney, 9th Judicial Circuit, ,UnderVotes,111,total
Osceola,1007,State Attorney, 9th Judicial Circuit, ,UnderVotes,173,total
Osceola,1008,State Attorney, 9th Judicial Circuit, ,UnderVotes,67,total
Osceola,1100,State Attorney, 9th Judicial Circuit, ,UnderVotes,64,total
Osceola,1101,State Attorney, 9th Judicial Circuit, ,UnderVotes,113,total
Osceola,1102,State Attorney, 9th Judicial Circuit, ,UnderVotes,269,total
Osceola,1103,State Attorney, 9th Judicial Circuit, ,UnderVotes,145,total
Osceola,1500,State Attorney, 9th Judicial Circuit, ,UnderVotes,78,total
Osceola,1501,State Attorney, 9th Judicial Circuit, ,UnderVotes,4,total
Osceola,1502,State Attorney, 9th Judicial Circuit, ,UnderVotes,37,total
Osceola,1503,State Attorney, 9th Judicial Circuit, ,UnderVotes,99,total
Osceola,1504,State Attorney, 9th Judicial Circuit, ,UnderVotes,123,total
Osceola,1505,State Attorney, 9th Judicial Circuit, ,UnderVotes,22,total
Osceola,1506,State Attorney, 9th Judicial Circuit, ,UnderVotes,0,total
Osceola,1507,State Attorney, 9th Judicial Circuit, ,UnderVotes,18,total
Osceola,1508,State Attorney, 9th Judicial Circuit, ,UnderVotes,83,total
Osceola,1509,State Attorney, 9th Judicial Circuit, ,UnderVotes,27,total
Osceola,1510,State Attorney, 9th Judicial Circuit, ,UnderVotes,58,total
Osceola,1511,State Attorney, 9th Judicial Circuit, ,UnderVotes,1,total
Osceola,1512,State Attorney, 9th Judicial Circuit, ,UnderVotes,104,total
Osceola,1513,State Attorney, 9th Judicial Circuit, ,UnderVotes,0,total
Osceola,1514,State Attorney, 9th Judicial Circuit, ,UnderVotes,606,total
Osceola,1515,State Attorney, 9th Judicial Circuit, ,UnderVotes,0,total
Osceola,1516,State Attorney, 9th Judicial Circuit, ,UnderVotes,0,total
Osceola,1517,State Attorney, 9th Judicial Circuit, ,UnderVotes,70,total
Osceola,1518,State Attorney, 9th Judicial Circuit, ,UnderVotes,0,total
Osceola,1519,State Attorney, 9th Judicial Circuit, ,UnderVotes,39,total
Osceola,1520,State Attorney, 9th Judicial Circuit, ,UnderVotes,11,total
Osceola,1600,State Attorney, 9th Judicial Circuit, ,UnderVotes,1,total
Osceola,2000,State Attorney, 9th Judicial Circuit, ,UnderVotes,137,total
Osceola,2001,State Attorney, 9th Judicial Circuit, ,UnderVotes,46,total
Osceola,2002,State Attorney, 9th Judicial Circuit, ,UnderVotes,681,total
Osceola,2003,State Attorney, 9th Judicial Circuit, ,UnderVotes,16,total
Osceola,2004,State Attorney, 9th Judicial Circuit, ,UnderVotes,474,total
Osceola,2005,State Attorney, 9th Judicial Circuit, ,UnderVotes,267,total
Osceola,2100,State Attorney, 9th Judicial Circuit, ,UnderVotes,132,total
Osceola,2101,State Attorney, 9th Judicial Circuit, ,UnderVotes,107,total
Osceola,2102,State Attorney, 9th Judicial Circuit, ,UnderVotes,18,total
Osceola,2103,State Attorney, 9th Judicial Circuit, ,UnderVotes,167,total
Osceola,2104,State Attorney, 9th Judicial Circuit, ,UnderVotes,187,total
Osceola,2105,State Attorney, 9th Judicial Circuit, ,UnderVotes,363,total
Osceola,2106,State Attorney, 9th Judicial Circuit, ,UnderVotes,3,total
Osceola,2500,State Attorney, 9th Judicial Circuit, ,UnderVotes,45,total
Osceola,2501,State Attorney, 9th Judicial Circuit, ,UnderVotes,202,total
Osceola,3000,State Attorney, 9th Judicial Circuit, ,UnderVotes,239,total
Osceola,3001,State Attorney, 9th Judicial Circuit, ,UnderVotes,4,total
Osceola,3002,State Attorney, 9th Judicial Circuit, ,UnderVotes,170,total
Osceola,3003,State Attorney, 9th Judicial Circuit, ,UnderVotes,150,total
Osceola,3004,State Attorney, 9th Judicial Circuit, ,UnderVotes,278,total
Osceola,3005,State Attorney, 9th Judicial Circuit, ,UnderVotes,72,total
Osceola,3006,State Attorney, 9th Judicial Circuit, ,UnderVotes,632,total
Osceola,3007,State Attorney, 9th Judicial Circuit, ,UnderVotes,275,total
Osceola,3008,State Attorney, 9th Judicial Circuit, ,UnderVotes,143,total
Osceola,3009,State Attorney, 9th Judicial Circuit, ,UnderVotes,454,total
Osceola,3010,State Attorney, 9th Judicial Circuit, ,UnderVotes,115,total
Osceola,3100,State Attorney, 9th Judicial Circuit, ,UnderVotes,50,total
Osceola,3101,State Attorney, 9th Judicial Circuit, ,UnderVotes,19,total
Osceola,3500,State Attorney, 9th Judicial Circuit, ,UnderVotes,40,total
Osceola,3501,State Attorney, 9th Judicial Circuit, ,UnderVotes,50,total
Osceola,3502,State Attorney, 9th Judicial Circuit, ,UnderVotes,87,total
Osceola,3503,State Attorney, 9th Judicial Circuit, ,UnderVotes,87,total
Osceola,3504,State Attorney, 9th Judicial Circuit, ,UnderVotes,60,total
Osceola,3505,State Attorney, 9th Judicial Circuit, ,UnderVotes,0,total
Osceola,3506,State Attorney, 9th Judicial Circuit, ,UnderVotes,0,total
Osceola,3600,State Attorney, 9th Judicial Circuit, ,UnderVotes,118,total
Osceola,3601,State Attorney, 9th Judicial Circuit, ,UnderVotes,14,total
Osceola,4000,State Attorney, 9th Judicial Circuit, ,UnderVotes,67,total
Osceola,4001,State Attorney, 9th Judicial Circuit, ,UnderVotes,5,total
Osceola,4002,State Attorney, 9th Judicial Circuit, ,UnderVotes,5,total
Osceola,4003,State Attorney, 9th Judicial Circuit, ,UnderVotes,64,total
Osceola,4004,State Attorney, 9th Judicial Circuit, ,UnderVotes,291,total
Osceola,4005,State Attorney, 9th Judicial Circuit, ,UnderVotes,326,total
Osceola,4006,State Attorney, 9th Judicial Circuit, ,UnderVotes,57,total
Osceola,4007,State Attorney, 9th Judicial Circuit, ,UnderVotes,0,total
Osceola,4008,State Attorney, 9th Judicial Circuit, ,UnderVotes,0,total
Osceola,4009,State Attorney, 9th Judicial Circuit, ,UnderVotes,4,total
Osceola,4010,State Attorney, 9th Judicial Circuit, ,UnderVotes,7,total
Osceola,4100,State Attorney, 9th Judicial Circuit, ,UnderVotes,24,total
Osceola,4101,State Attorney, 9th Judicial Circuit, ,UnderVotes,58,total
Osceola,4102,State Attorney, 9th Judicial Circuit, ,UnderVotes,348,total
Osceola,4103,State Attorney, 9th Judicial Circuit, ,UnderVotes,132,total
Osceola,4104,State Attorney, 9th Judicial Circuit, ,UnderVotes,80,total
Osceola,4200,State Attorney, 9th Judicial Circuit, ,UnderVotes,195,total
Osceola,4201,State Attorney, 9th Judicial Circuit, ,UnderVotes,769,total
Osceola,4202,State Attorney, 9th Judicial Circuit, ,UnderVotes,0,total
Osceola,4500,State Attorney, 9th Judicial Circuit, ,UnderVotes,106,total
Osceola,4501,State Attorney, 9th Judicial Circuit, ,UnderVotes,42,total
Osceola,4502,State Attorney, 9th Judicial Circuit, ,UnderVotes,20,total
Osceola,4503,State Attorney, 9th Judicial Circuit, ,UnderVotes,0,total
Osceola,4504,State Attorney, 9th Judicial Circuit, ,UnderVotes,0,total
Osceola,4600,State Attorney, 9th Judicial Circuit, ,UnderVotes,99,total
Osceola,4700,State Attorney, 9th Judicial Circuit, ,UnderVotes,79,total
Osceola,4701,State Attorney, 9th Judicial Circuit, ,UnderVotes,65,total
Osceola,4702,State Attorney, 9th Judicial Circuit, ,UnderVotes,6,total
Osceola,4703,State Attorney, 9th Judicial Circuit, ,UnderVotes,129,total
Osceola,5000,State Attorney, 9th Judicial Circuit, ,UnderVotes,471,total
Osceola,5001,State Attorney, 9th Judicial Circuit, ,UnderVotes,530,total
Osceola,5002,State Attorney, 9th Judicial Circuit, ,UnderVotes,111,total
Osceola,5003,State Attorney, 9th Judicial Circuit, ,UnderVotes,324,total
Osceola,5004,State Attorney, 9th Judicial Circuit, ,UnderVotes,50,total
Osceola,5005,State Attorney, 9th Judicial Circuit, ,UnderVotes,87,total
Osceola,5006,State Attorney, 9th Judicial Circuit, ,UnderVotes,19,total
Osceola,5007,State Attorney, 9th Judicial Circuit, ,UnderVotes,0,total
Osceola,5008,State Attorney, 9th Judicial Circuit, ,UnderVotes,242,total
Osceola,5009,State Attorney, 9th Judicial Circuit, ,UnderVotes,203,total
Osceola,5010,State Attorney, 9th Judicial Circuit, ,UnderVotes,385,total
Osceola,5011,State Attorney, 9th Judicial Circuit, ,UnderVotes,88,total
Osceola,5012,State Attorney, 9th Judicial Circuit, ,UnderVotes,147,total
Osceola,5013,State Attorney, 9th Judicial Circuit, ,UnderVotes,0,total
Osceola,5200,State Attorney, 9th Judicial Circuit, ,UnderVotes,425,total
Osceola,5201,State Attorney, 9th Judicial Circuit, ,UnderVotes,481,total
Osceola,5202,State Attorney, 9th Judicial Circuit, ,UnderVotes,180,total
Osceola,5203,State Attorney, 9th Judicial Circuit, ,UnderVotes,139,total
Osceola,5204,State Attorney, 9th Judicial Circuit, ,UnderVotes,16,total
Osceola,5205,State Attorney, 9th Judicial Circuit, ,UnderVotes,120,total
Osceola,5500,State Attorney, 9th Judicial Circuit, ,UnderVotes,21,total
Osceola,5501,State Attorney, 9th Judicial Circuit, ,UnderVotes,142,total
Osceola,5502,State Attorney, 9th Judicial Circuit, ,UnderVotes,86,total
Osceola,5503,State Attorney, 9th Judicial Circuit, ,UnderVotes,147,total
Osceola,5504,State Attorney, 9th Judicial Circuit, ,UnderVotes,73,total
Osceola,5505,State Attorney, 9th Judicial Circuit, ,UnderVotes,184,total
Osceola,5506,State Attorney, 9th Judicial Circuit, ,UnderVotes,6,total
Osceola,5507,State Attorney, 9th Judicial Circuit, ,UnderVotes,2,total
Osceola,5508,State Attorney, 9th Judicial Circuit, ,UnderVotes,0,total
Osceola,5509,State Attorney, 9th Judicial Circuit, ,UnderVotes,11,total
Osceola,5510,State Attorney, 9th Judicial Circuit, ,UnderVotes,0,total
Osceola,5511,State Attorney, 9th Judicial Circuit, ,UnderVotes,1,total
Osceola,5700,State Attorney, 9th Judicial Circuit, ,UnderVotes,60,total
Osceola,5701,State Attorney, 9th Judicial Circuit, ,UnderVotes,79,total
