county,precinct,office,district,party,candidate,votetype,votes
Allegheny,Harrison Ward 2 Dist 1,US Senator,NA,WRI,Write-in,provisional,0
Allegheny,Harrison Ward 2 Dist 2,US Senator,NA,DEM,"Robert P. Casey, Jr.",provisional,2
Allegheny,Harrison Ward 2 Dist 2,US Senator,NA,REP,Dave McCormick,provisional,4
Allegheny,Harrison Ward 2 Dist 2,US Senator,NA,LIB,John C. Thomas,provisional,0
Allegheny,Harrison Ward 2 Dist 2,US Senator,NA,GRN,Leila Hazou,provisional,0
Allegheny,Harrison Ward 2 Dist 2,US Senator,NA,CON,Marty Selker,provisional,0
Allegheny,Harrison Ward 2 Dist 2,US Senator,NA,WRI,Write-in,provisional,0
Allegheny,Harrison Ward 3 Dist 1,US Senator,NA,DEM,"Robert P. Casey, Jr.",provisional,4
Allegheny,Harrison Ward 3 Dist 1,US Senator,NA,REP,Dave McCormick,provisional,8
Allegheny,Harrison Ward 3 Dist 1,US Senator,NA,LIB,John C. Thomas,provisional,0
Allegheny,Harrison Ward 3 Dist 1,US Senator,NA,GRN,Leila Hazou,provisional,0
Allegheny,Harrison Ward 3 Dist 1,US Senator,NA,CON,Marty Selker,provisional,0
Allegheny,Harrison Ward 3 Dist 1,US Senator,NA,WRI,Write-in,provisional,0
Allegheny,Harrison Ward 3 Dist 2,US Senator,NA,DEM,"Robert P. Casey, Jr.",provisional,2
Allegheny,Harrison Ward 3 Dist 2,US Senator,NA,REP,Dave McCormick,provisional,2
Allegheny,Harrison Ward 3 Dist 2,US Senator,NA,LIB,John C. Thomas,provisional,0
Allegheny,Harrison Ward 3 Dist 2,US Senator,NA,GRN,Leila Hazou,provisional,0
Allegheny,Harrison Ward 3 Dist 2,US Senator,NA,CON,Marty Selker,provisional,0
Allegheny,Harrison Ward 3 Dist 2,US Senator,NA,WRI,Write-in,provisional,0
Allegheny,Harrison Ward 4 Dist 1,US Senator,NA,DEM,"Robert P. Casey, Jr.",provisional,1
Allegheny,Harrison Ward 4 Dist 1,US Senator,NA,REP,Dave McCormick,provisional,1
Allegheny,Harrison Ward 4 Dist 1,US Senator,NA,LIB,John C. Thomas,provisional,0
Allegheny,Harrison Ward 4 Dist 1,US Senator,NA,GRN,Leila Hazou,provisional,0
Allegheny,Harrison Ward 4 Dist 1,US Senator,NA,CON,Marty Selker,provisional,0
Allegheny,Harrison Ward 4 Dist 1,US Senator,NA,WRI,Write-in,provisional,0
Allegheny,Harrison Ward 4 Dist 2,US Senator,NA,DEM,"Robert P. Casey, Jr.",provisional,0
Allegheny,Harrison Ward 4 Dist 2,US Senator,NA,REP,Dave McCormick,provisional,3
Allegheny,Harrison Ward 4 Dist 2,US Senator,NA,LIB,John C. Thomas,provisional,0
Allegheny,Harrison Ward 4 Dist 2,US Senator,NA,GRN,Leila Hazou,provisional,0
Allegheny,Harrison Ward 4 Dist 2,US Senator,NA,CON,Marty Selker,provisional,0
Allegheny,Harrison Ward 4 Dist 2,US Senator,NA,WRI,Write-in,provisional,0
Allegheny,Harrison Ward 5 Dist 1,US Senator,NA,DEM,"Robert P. Casey, Jr.",provisional,2
Allegheny,Harrison Ward 5 Dist 1,US Senator,NA,REP,Dave McCormick,provisional,1
Allegheny,Harrison Ward 5 Dist 1,US Senator,NA,LIB,John C. Thomas,provisional,0
Allegheny,Harrison Ward 5 Dist 1,US Senator,NA,GRN,Leila Hazou,provisional,0
Allegheny,Harrison Ward 5 Dist 1,US Senator,NA,CON,Marty Selker,provisional,0
Allegheny,Harrison Ward 5 Dist 1,US Senator,NA,WRI,Write-in,provisional,0
Allegheny,Harrison Ward 5 Dist 2,US Senator,NA,DEM,"Robert P. Casey, Jr.",provisional,1
Allegheny,Harrison Ward 5 Dist 2,US Senator,NA,REP,Dave McCormick,provisional,2
Allegheny,Harrison Ward 5 Dist 2,US Senator,NA,LIB,John C. Thomas,provisional,0
Allegheny,Harrison Ward 5 Dist 2,US Senator,NA,GRN,Leila Hazou,provisional,0
Allegheny,Harrison Ward 5 Dist 2,US Senator,NA,CON,Marty Selker,provisional,0
Allegheny,Harrison Ward 5 Dist 2,US Senator,NA,WRI,Write-in,provisional,0
Allegheny,Haysville,US Senator,NA,DEM,"Robert P. Casey, Jr.",provisional,0
Allegheny,Haysville,US Senator,NA,REP,Dave McCormick,provisional,1
Allegheny,Haysville,US Senator,NA,LIB,John C. Thomas,provisional,0
Allegheny,Haysville,US Senator,NA,GRN,Leila Hazou,provisional,0
Allegheny,Haysville,US Senator,NA,CON,Marty Selker,provisional,0
Allegheny,Haysville,US Senator,NA,WRI,Write-in,provisional,0
Allegheny,Heidelberg,US Senator,NA,DEM,"Robert P. Casey, Jr.",provisional,9
Allegheny,Heidelberg,US Senator,NA,REP,Dave McCormick,provisional,2
Allegheny,Heidelberg,US Senator,NA,LIB,John C. Thomas,provisional,0
Allegheny,Heidelberg,US Senator,NA,GRN,Leila Hazou,provisional,0
Allegheny,Heidelberg,US Senator,NA,CON,Marty Selker,provisional,0
Allegheny,Heidelberg,US Senator,NA,WRI,Write-in,provisional,0
Allegheny,Homestead Ward 1 Dist 1,US Senator,NA,DEM,"Robert P. Casey, Jr.",provisional,6
Allegheny,Homestead Ward 1 Dist 1,US Senator,NA,REP,Dave McCormick,provisional,0
Allegheny,Homestead Ward 1 Dist 1,US Senator,NA,LIB,John C. Thomas,provisional,0
Allegheny,Homestead Ward 1 Dist 1,US Senator,NA,GRN,Leila Hazou,provisional,0
Allegheny,Homestead Ward 1 Dist 1,US Senator,NA,CON,Marty Selker,provisional,0
Allegheny,Homestead Ward 1 Dist 1,US Senator,NA,WRI,Write-in,provisional,0
Allegheny,Homestead Ward 1 Dist 2,US Senator,NA,DEM,"Robert P. Casey, Jr.",provisional,4
Allegheny,Homestead Ward 1 Dist 2,US Senator,NA,REP,Dave McCormick,provisional,1
Allegheny,Homestead Ward 1 Dist 2,US Senator,NA,LIB,John C. Thomas,provisional,0
Allegheny,Homestead Ward 1 Dist 2,US Senator,NA,GRN,Leila Hazou,provisional,0
Allegheny,Homestead Ward 1 Dist 2,US Senator,NA,CON,Marty Selker,provisional,0
Allegheny,Homestead Ward 1 Dist 2,US Senator,NA,WRI,Write-in,provisional,0
Allegheny,Homestead Ward 2 Dist 1,US Senator,NA,DEM,"Robert P. Casey, Jr.",provisional,14
Allegheny,Homestead Ward 2 Dist 1,US Senator,NA,REP,Dave McCormick,provisional,0
Allegheny,Homestead Ward 2 Dist 1,US Senator,NA,LIB,John C. Thomas,provisional,0
Allegheny,Homestead Ward 2 Dist 1,US Senator,NA,GRN,Leila Hazou,provisional,0
Allegheny,Homestead Ward 2 Dist 1,US Senator,NA,CON,Marty Selker,provisional,0
Allegheny,Homestead Ward 2 Dist 1,US Senator,NA,WRI,Write-in,provisional,0
Allegheny,Homestead Ward 2 Dist 2,US Senator,NA,DEM,"Robert P. Casey, Jr.",provisional,2
Allegheny,Homestead Ward 2 Dist 2,US Senator,NA,REP,Dave McCormick,provisional,0
Allegheny,Homestead Ward 2 Dist 2,US Senator,NA,LIB,John C. Thomas,provisional,0
Allegheny,Homestead Ward 2 Dist 2,US Senator,NA,GRN,Leila Hazou,provisional,0
Allegheny,Homestead Ward 2 Dist 2,US Senator,NA,CON,Marty Selker,provisional,0
Allegheny,Homestead Ward 2 Dist 2,US Senator,NA,WRI,Write-in,provisional,0
Allegheny,Homestead Ward 3 Dist 1,US Senator,NA,DEM,"Robert P. Casey, Jr.",provisional,10
Allegheny,Homestead Ward 3 Dist 1,US Senator,NA,REP,Dave McCormick,provisional,0
Allegheny,Homestead Ward 3 Dist 1,US Senator,NA,LIB,John C. Thomas,provisional,0
Allegheny,Homestead Ward 3 Dist 1,US Senator,NA,GRN,Leila Hazou,provisional,0
Allegheny,Homestead Ward 3 Dist 1,US Senator,NA,CON,Marty Selker,provisional,0
Allegheny,Homestead Ward 3 Dist 1,US Senator,NA,WRI,Write-in,provisional,0
Allegheny,Homestead Ward 3 Dist 2,US Senator,NA,DEM,"Robert P. Casey, Jr.",provisional,1
Allegheny,Homestead Ward 3 Dist 2,US Senator,NA,REP,Dave McCormick,provisional,0
Allegheny,Homestead Ward 3 Dist 2,US Senator,NA,LIB,John C. Thomas,provisional,0
Allegheny,Homestead Ward 3 Dist 2,US Senator,NA,GRN,Leila Hazou,provisional,0
Allegheny,Homestead Ward 3 Dist 2,US Senator,NA,CON,Marty Selker,provisional,0
Allegheny,Homestead Ward 3 Dist 2,US Senator,NA,WRI,Write-in,provisional,0
Allegheny,Indiana Dist 1,US Senator,NA,DEM,"Robert P. Casey, Jr.",provisional,5
Allegheny,Indiana Dist 1,US Senator,NA,REP,Dave McCormick,provisional,8
Allegheny,Indiana Dist 1,US Senator,NA,LIB,John C. Thomas,provisional,0
Allegheny,Indiana Dist 1,US Senator,NA,GRN,Leila Hazou,provisional,0
Allegheny,Indiana Dist 1,US Senator,NA,CON,Marty Selker,provisional,0
Allegheny,Indiana Dist 1,US Senator,NA,WRI,Write-in,provisional,0
Allegheny,Indiana Dist 2,US Senator,NA,DEM,"Robert P. Casey, Jr.",provisional,5
Allegheny,Indiana Dist 2,US Senator,NA,REP,Dave McCormick,provisional,6
Allegheny,Indiana Dist 2,US Senator,NA,LIB,John C. Thomas,provisional,0
Allegheny,Indiana Dist 2,US Senator,NA,GRN,Leila Hazou,provisional,0
Allegheny,Indiana Dist 2,US Senator,NA,CON,Marty Selker,provisional,0
Allegheny,Indiana Dist 2,US Senator,NA,WRI,Write-in,provisional,0
Allegheny,Indiana Dist 3,US Senator,NA,DEM,"Robert P. Casey, Jr.",provisional,4
Allegheny,Indiana Dist 3,US Senator,NA,REP,Dave McCormick,provisional,2
Allegheny,Indiana Dist 3,US Senator,NA,LIB,John C. Thomas,provisional,0
Allegheny,Indiana Dist 3,US Senator,NA,GRN,Leila Hazou,provisional,0
Allegheny,Indiana Dist 3,US Senator,NA,CON,Marty Selker,provisional,0
Allegheny,Indiana Dist 3,US Senator,NA,WRI,Write-in,provisional,0
Allegheny,Indiana Dist 4,US Senator,NA,DEM,"Robert P. Casey, Jr.",provisional,6
Allegheny,Indiana Dist 4,US Senator,NA,REP,Dave McCormick,provisional,4
Allegheny,Indiana Dist 4,US Senator,NA,LIB,John C. Thomas,provisional,0
Allegheny,Indiana Dist 4,US Senator,NA,GRN,Leila Hazou,provisional,0
Allegheny,Indiana Dist 4,US Senator,NA,CON,Marty Selker,provisional,0
Allegheny,Indiana Dist 4,US Senator,NA,WRI,Write-in,provisional,0
Allegheny,Indiana Dist 5,US Senator,NA,DEM,"Robert P. Casey, Jr.",provisional,9
Allegheny,Indiana Dist 5,US Senator,NA,REP,Dave McCormick,provisional,4
Allegheny,Indiana Dist 5,US Senator,NA,LIB,John C. Thomas,provisional,0
Allegheny,Indiana Dist 5,US Senator,NA,GRN,Leila Hazou,provisional,0
Allegheny,Indiana Dist 5,US Senator,NA,CON,Marty Selker,provisional,0
Allegheny,Indiana Dist 5,US Senator,NA,WRI,Write-in,provisional,0
Allegheny,Ingram Dist 1,US Senator,NA,DEM,"Robert P. Casey, Jr.",provisional,8
Allegheny,Ingram Dist 1,US Senator,NA,REP,Dave McCormick,provisional,1
Allegheny,Ingram Dist 1,US Senator,NA,LIB,John C. Thomas,provisional,0
Allegheny,Ingram Dist 1,US Senator,NA,GRN,Leila Hazou,provisional,0
Allegheny,Ingram Dist 1,US Senator,NA,CON,Marty Selker,provisional,0
Allegheny,Ingram Dist 1,US Senator,NA,WRI,Write-in,provisional,0
Allegheny,Ingram Dist 2,US Senator,NA,DEM,"Robert P. Casey, Jr.",provisional,1
Allegheny,Ingram Dist 2,US Senator,NA,REP,Dave McCormick,provisional,1
Allegheny,Ingram Dist 2,US Senator,NA,LIB,John C. Thomas,provisional,0
Allegheny,Ingram Dist 2,US Senator,NA,GRN,Leila Hazou,provisional,0
Allegheny,Ingram Dist 2,US Senator,NA,CON,Marty Selker,provisional,0
Allegheny,Ingram Dist 2,US Senator,NA,WRI,Write-in,provisional,0
Allegheny,Ingram Dist 3,US Senator,NA,DEM,"Robert P. Casey, Jr.",provisional,4
Allegheny,Ingram Dist 3,US Senator,NA,REP,Dave McCormick,provisional,3
Allegheny,Ingram Dist 3,US Senator,NA,LIB,John C. Thomas,provisional,0
Allegheny,Ingram Dist 3,US Senator,NA,GRN,Leila Hazou,provisional,0
Allegheny,Ingram Dist 3,US Senator,NA,CON,Marty Selker,provisional,0
Allegheny,Ingram Dist 3,US Senator,NA,WRI,Write-in,provisional,0
Allegheny,Jefferson Hl Dist 1,US Senator,NA,DEM,"Robert P. Casey, Jr.",provisional,10
Allegheny,Jefferson Hl Dist 1,US Senator,NA,REP,Dave McCormick,provisional,4
Allegheny,Jefferson Hl Dist 1,US Senator,NA,LIB,John C. Thomas,provisional,0
Allegheny,Jefferson Hl Dist 1,US Senator,NA,GRN,Leila Hazou,provisional,1
Allegheny,Jefferson Hl Dist 1,US Senator,NA,CON,Marty Selker,provisional,0
Allegheny,Jefferson Hl Dist 1,US Senator,NA,WRI,Write-in,provisional,0
Allegheny,Jefferson Hl Dist 2,US Senator,NA,DEM,"Robert P. Casey, Jr.",provisional,7
Allegheny,Jefferson Hl Dist 2,US Senator,NA,REP,Dave McCormick,provisional,4
Allegheny,Jefferson Hl Dist 2,US Senator,NA,LIB,John C. Thomas,provisional,0
Allegheny,Jefferson Hl Dist 2,US Senator,NA,GRN,Leila Hazou,provisional,0
Allegheny,Jefferson Hl Dist 2,US Senator,NA,CON,Marty Selker,provisional,0
Allegheny,Jefferson Hl Dist 2,US Senator,NA,WRI,Write-in,provisional,0
Allegheny,Jefferson Hl Dist 3,US Senator,NA,DEM,"Robert P. Casey, Jr.",provisional,4
Allegheny,Jefferson Hl Dist 3,US Senator,NA,REP,Dave McCormick,provisional,4
Allegheny,Jefferson Hl Dist 3,US Senator,NA,LIB,John C. Thomas,provisional,0
Allegheny,Jefferson Hl Dist 3,US Senator,NA,GRN,Leila Hazou,provisional,0
Allegheny,Jefferson Hl Dist 3,US Senator,NA,CON,Marty Selker,provisional,0
Allegheny,Jefferson Hl Dist 3,US Senator,NA,WRI,Write-in,provisional,0
Allegheny,Jefferson Hl Dist 4,US Senator,NA,DEM,"Robert P. Casey, Jr.",provisional,2
Allegheny,Jefferson Hl Dist 4,US Senator,NA,REP,Dave McCormick,provisional,3
Allegheny,Jefferson Hl Dist 4,US Senator,NA,LIB,John C. Thomas,provisional,0
Allegheny,Jefferson Hl Dist 4,US Senator,NA,GRN,Leila Hazou,provisional,0
Allegheny,Jefferson Hl Dist 4,US Senator,NA,CON,Marty Selker,provisional,0
Allegheny,Jefferson Hl Dist 4,US Senator,NA,WRI,Write-in,provisional,0
Allegheny,Jefferson Hl Dist 5,US Senator,NA,DEM,"Robert P. Casey, Jr.",provisional,5
Allegheny,Jefferson Hl Dist 5,US Senator,NA,REP,Dave McCormick,provisional,6
Allegheny,Jefferson Hl Dist 5,US Senator,NA,LIB,John C. Thomas,provisional,0
Allegheny,Jefferson Hl Dist 5,US Senator,NA,GRN,Leila Hazou,provisional,0
Allegheny,Jefferson Hl Dist 5,US Senator,NA,CON,Marty Selker,provisional,0
Allegheny,Jefferson Hl Dist 5,US Senator,NA,WRI,Write-in,provisional,0
Allegheny,Jefferson Hl Dist 6,US Senator,NA,DEM,"Robert P. Casey, Jr.",provisional,0
Allegheny,Jefferson Hl Dist 6,US Senator,NA,REP,Dave McCormick,provisional,1
Allegheny,Jefferson Hl Dist 6,US Senator,NA,LIB,John C. Thomas,provisional,0
Allegheny,Jefferson Hl Dist 6,US Senator,NA,GRN,Leila Hazou,provisional,0
Allegheny,Jefferson Hl Dist 6,US Senator,NA,CON,Marty Selker,provisional,0
Allegheny,Jefferson Hl Dist 6,US Senator,NA,WRI,Write-in,provisional,0
Allegheny,Jefferson Hl Dist 7,US Senator,NA,DEM,"Robert P. Casey, Jr.",provisional,3
Allegheny,Jefferson Hl Dist 7,US Senator,NA,REP,Dave McCormick,provisional,4
Allegheny,Jefferson Hl Dist 7,US Senator,NA,LIB,John C. Thomas,provisional,0
Allegheny,Jefferson Hl Dist 7,US Senator,NA,GRN,Leila Hazou,provisional,0
Allegheny,Jefferson Hl Dist 7,US Senator,NA,CON,Marty Selker,provisional,0
Allegheny,Jefferson Hl Dist 7,US Senator,NA,WRI,Write-in,provisional,0
Allegheny,Jefferson Hl Dist 8,US Senator,NA,DEM,"Robert P. Casey, Jr.",provisional,4
Allegheny,Jefferson Hl Dist 8,US Senator,NA,REP,Dave McCormick,provisional,4
Allegheny,Jefferson Hl Dist 8,US Senator,NA,LIB,John C. Thomas,provisional,0
Allegheny,Jefferson Hl Dist 8,US Senator,NA,GRN,Leila Hazou,provisional,0
Allegheny,Jefferson Hl Dist 8,US Senator,NA,CON,Marty Selker,provisional,0
Allegheny,Jefferson Hl Dist 8,US Senator,NA,WRI,Write-in,provisional,0
Allegheny,Jefferson Hl Dist 9,US Senator,NA,DEM,"Robert P. Casey, Jr.",provisional,4
Allegheny,Jefferson Hl Dist 9,US Senator,NA,REP,Dave McCormick,provisional,4
Allegheny,Jefferson Hl Dist 9,US Senator,NA,LIB,John C. Thomas,provisional,0
Allegheny,Jefferson Hl Dist 9,US Senator,NA,GRN,Leila Hazou,provisional,0
Allegheny,Jefferson Hl Dist 9,US Senator,NA,CON,Marty Selker,provisional,0
Allegheny,Jefferson Hl Dist 9,US Senator,NA,WRI,Write-in,provisional,0
Allegheny,Kennedy Dist 1,US Senator,NA,DEM,"Robert P. Casey, Jr.",provisional,4
Allegheny,Kennedy Dist 1,US Senator,NA,REP,Dave McCormick,provisional,4
Allegheny,Kennedy Dist 1,US Senator,NA,LIB,John C. Thomas,provisional,0
Allegheny,Kennedy Dist 1,US Senator,NA,GRN,Leila Hazou,provisional,0
Allegheny,Kennedy Dist 1,US Senator,NA,CON,Marty Selker,provisional,0
Allegheny,Kennedy Dist 1,US Senator,NA,WRI,Write-in,provisional,0
Allegheny,Kennedy Dist 2,US Senator,NA,DEM,"Robert P. Casey, Jr.",provisional,8
Allegheny,Kennedy Dist 2,US Senator,NA,REP,Dave McCormick,provisional,3
Allegheny,Kennedy Dist 2,US Senator,NA,LIB,John C. Thomas,provisional,0
Allegheny,Kennedy Dist 2,US Senator,NA,GRN,Leila Hazou,provisional,0
Allegheny,Kennedy Dist 2,US Senator,NA,CON,Marty Selker,provisional,0
Allegheny,Kennedy Dist 2,US Senator,NA,WRI,Write-in,provisional,0
Allegheny,Kennedy Dist 3,US Senator,NA,DEM,"Robert P. Casey, Jr.",provisional,2
Allegheny,Kennedy Dist 3,US Senator,NA,REP,Dave McCormick,provisional,1
Allegheny,Kennedy Dist 3,US Senator,NA,LIB,John C. Thomas,provisional,0
Allegheny,Kennedy Dist 3,US Senator,NA,GRN,Leila Hazou,provisional,0
Allegheny,Kennedy Dist 3,US Senator,NA,CON,Marty Selker,provisional,0
Allegheny,Kennedy Dist 3,US Senator,NA,WRI,Write-in,provisional,0
Allegheny,Kennedy Dist 4,US Senator,NA,DEM,"Robert P. Casey, Jr.",provisional,2
Allegheny,Kennedy Dist 4,US Senator,NA,REP,Dave McCormick,provisional,1
Allegheny,Kennedy Dist 4,US Senator,NA,LIB,John C. Thomas,provisional,0
Allegheny,Kennedy Dist 4,US Senator,NA,GRN,Leila Hazou,provisional,0
Allegheny,Kennedy Dist 4,US Senator,NA,CON,Marty Selker,provisional,0
Allegheny,Kennedy Dist 4,US Senator,NA,WRI,Write-in,provisional,0
Allegheny,Kennedy Dist 5,US Senator,NA,DEM,"Robert P. Casey, Jr.",provisional,4
Allegheny,Kennedy Dist 5,US Senator,NA,REP,Dave McCormick,provisional,7
Allegheny,Kennedy Dist 5,US Senator,NA,LIB,John C. Thomas,provisional,0
Allegheny,Kennedy Dist 5,US Senator,NA,GRN,Leila Hazou,provisional,0
Allegheny,Kennedy Dist 5,US Senator,NA,CON,Marty Selker,provisional,0
Allegheny,Kennedy Dist 5,US Senator,NA,WRI,Write-in,provisional,0
Allegheny,Kennedy Dist 6,US Senator,NA,DEM,"Robert P. Casey, Jr.",provisional,3
Allegheny,Kennedy Dist 6,US Senator,NA,REP,Dave McCormick,provisional,4
Allegheny,Kennedy Dist 6,US Senator,NA,LIB,John C. Thomas,provisional,0
Allegheny,Kennedy Dist 6,US Senator,NA,GRN,Leila Hazou,provisional,0
Allegheny,Kennedy Dist 6,US Senator,NA,CON,Marty Selker,provisional,0
Allegheny,Kennedy Dist 6,US Senator,NA,WRI,Write-in,provisional,0
Allegheny,Kennedy Dist 7,US Senator,NA,DEM,"Robert P. Casey, Jr.",provisional,3
Allegheny,Kennedy Dist 7,US Senator,NA,REP,Dave McCormick,provisional,4
Allegheny,Kennedy Dist 7,US Senator,NA,LIB,John C. Thomas,provisional,0
Allegheny,Kennedy Dist 7,US Senator,NA,GRN,Leila Hazou,provisional,0
Allegheny,Kennedy Dist 7,US Senator,NA,CON,Marty Selker,provisional,0
Allegheny,Kennedy Dist 7,US Senator,NA,WRI,Write-in,provisional,0
Allegheny,Kilbuck,US Senator,NA,DEM,"Robert P. Casey, Jr.",provisional,1
Allegheny,Kilbuck,US Senator,NA,REP,Dave McCormick,provisional,0
Allegheny,Kilbuck,US Senator,NA,LIB,John C. Thomas,provisional,0
Allegheny,Kilbuck,US Senator,NA,GRN,Leila Hazou,provisional,0
Allegheny,Kilbuck,US Senator,NA,CON,Marty Selker,provisional,0
Allegheny,Kilbuck,US Senator,NA,WRI,Write-in,provisional,0
Allegheny,Leet Dist 1,US Senator,NA,DEM,"Robert P. Casey, Jr.",provisional,2
Allegheny,Leet Dist 1,US Senator,NA,REP,Dave McCormick,provisional,0
Allegheny,Leet Dist 1,US Senator,NA,LIB,John C. Thomas,provisional,1
Allegheny,Leet Dist 1,US Senator,NA,GRN,Leila Hazou,provisional,0
Allegheny,Leet Dist 1,US Senator,NA,CON,Marty Selker,provisional,0
Allegheny,Leet Dist 1,US Senator,NA,WRI,Write-in,provisional,0
Allegheny,Leet Dist 2,US Senator,NA,DEM,"Robert P. Casey, Jr.",provisional,5
Allegheny,Leet Dist 2,US Senator,NA,REP,Dave McCormick,provisional,0
Allegheny,Leet Dist 2,US Senator,NA,LIB,John C. Thomas,provisional,0
Allegheny,Leet Dist 2,US Senator,NA,GRN,Leila Hazou,provisional,1
Allegheny,Leet Dist 2,US Senator,NA,CON,Marty Selker,provisional,0
Allegheny,Leet Dist 2,US Senator,NA,WRI,Write-in,provisional,0
Allegheny,Leetsdale,US Senator,NA,DEM,"Robert P. Casey, Jr.",provisional,4
Allegheny,Leetsdale,US Senator,NA,REP,Dave McCormick,provisional,3
Allegheny,Leetsdale,US Senator,NA,LIB,John C. Thomas,provisional,0
Allegheny,Leetsdale,US Senator,NA,GRN,Leila Hazou,provisional,0
Allegheny,Leetsdale,US Senator,NA,CON,Marty Selker,provisional,0
Allegheny,Leetsdale,US Senator,NA,WRI,Write-in,provisional,0
Allegheny,Liberty Dist 1,US Senator,NA,DEM,"Robert P. Casey, Jr.",provisional,2
Allegheny,Liberty Dist 1,US Senator,NA,REP,Dave McCormick,provisional,1
Allegheny,Liberty Dist 1,US Senator,NA,LIB,John C. Thomas,provisional,0
Allegheny,Liberty Dist 1,US Senator,NA,GRN,Leila Hazou,provisional,0
Allegheny,Liberty Dist 1,US Senator,NA,CON,Marty Selker,provisional,0
Allegheny,Liberty Dist 1,US Senator,NA,WRI,Write-in,provisional,0
Allegheny,Liberty Dist 2,US Senator,NA,DEM,"Robert P. Casey, Jr.",provisional,2
Allegheny,Liberty Dist 2,US Senator,NA,REP,Dave McCormick,provisional,2
Allegheny,Liberty Dist 2,US Senator,NA,LIB,John C. Thomas,provisional,0
Allegheny,Liberty Dist 2,US Senator,NA,GRN,Leila Hazou,provisional,0
Allegheny,Liberty Dist 2,US Senator,NA,CON,Marty Selker,provisional,0
Allegheny,Liberty Dist 2,US Senator,NA,WRI,Write-in,provisional,0
Allegheny,Lincoln,US Senator,NA,DEM,"Robert P. Casey, Jr.",provisional,2
Allegheny,Lincoln,US Senator,NA,REP,Dave McCormick,provisional,0
Allegheny,Lincoln,US Senator,NA,LIB,John C. Thomas,provisional,0
Allegheny,Lincoln,US Senator,NA,GRN,Leila Hazou,provisional,0
Allegheny,Lincoln,US Senator,NA,CON,Marty Selker,provisional,0
Allegheny,Lincoln,US Senator,NA,WRI,Write-in,provisional,0
Allegheny,Marshall Dist 1,US Senator,NA,DEM,"Robert P. Casey, Jr.",provisional,1
Allegheny,Marshall Dist 1,US Senator,NA,REP,Dave McCormick,provisional,3
Allegheny,Marshall Dist 1,US Senator,NA,LIB,John C. Thomas,provisional,0
Allegheny,Marshall Dist 1,US Senator,NA,GRN,Leila Hazou,provisional,1
Allegheny,Marshall Dist 1,US Senator,NA,CON,Marty Selker,provisional,0
Allegheny,Marshall Dist 1,US Senator,NA,WRI,Write-in,provisional,0
Allegheny,Marshall Dist 2,US Senator,NA,DEM,"Robert P. Casey, Jr.",provisional,6
Allegheny,Marshall Dist 2,US Senator,NA,REP,Dave McCormick,provisional,1
Allegheny,Marshall Dist 2,US Senator,NA,LIB,John C. Thomas,provisional,0
Allegheny,Marshall Dist 2,US Senator,NA,GRN,Leila Hazou,provisional,0
Allegheny,Marshall Dist 2,US Senator,NA,CON,Marty Selker,provisional,0
Allegheny,Marshall Dist 2,US Senator,NA,WRI,Write-in,provisional,0
Allegheny,Marshall Dist 3,US Senator,NA,DEM,"Robert P. Casey, Jr.",provisional,1
